Fecha,Hora,Host,Bajada,Subida
22-02-2022,14:15:29,ookla.wmax.cl:8080,162.84,23.72
22-02-2022,14:16:30,ookla.wmax.cl:8080,149.43,17.92
22-02-2022,14:17:30,ookla.wmax.cl:8080,43.74,35.48
22-02-2022,14:18:30,ookla.wmax.cl:8080,134.07,30.19
22-02-2022,14:19:30,ookla.wmax.cl:8080,124.92,5.09
22-02-2022,14:20:30,ookla.wmax.cl:8080,42.04,14.24
22-02-2022,14:21:29,ookla.wmax.cl:8080,180.32,27.69
22-02-2022,14:22:30,ookla.wmax.cl:8080,46.21,32.51
22-02-2022,14:23:31,ookla.wmax.cl:8080,91.49,6.73
22-02-2022,14:24:30,ookla.wmax.cl:8080,56.35,24.27
22-02-2022,14:25:30,ookla.wmax.cl:8080,133.03,23.04
22-02-2022,14:26:29,ookla.wmax.cl:8080,45.7,17.44
22-02-2022,14:27:30,ookla.wmax.cl:8080,160.48,46.69
22-02-2022,14:28:30,ookla.wmax.cl:8080,41.19,31.36
22-02-2022,14:29:30,ookla.wmax.cl:8080,115.77,15.34
22-02-2022,14:30:29,ookla.wmax.cl:8080,47.59,24.4
22-02-2022,14:31:30,ookla.wmax.cl:8080,169.88,16.58
22-02-2022,14:32:30,ookla.wmax.cl:8080,132.55,25.06
22-02-2022,14:33:29,ookla.wmax.cl:8080,137.62,13.49
22-02-2022,14:34:29,ookla.wmax.cl:8080,196.74,17.09
22-02-2022,14:35:30,ookla.wmax.cl:8080,115.42,31.56
22-02-2022,14:36:30,ookla.wmax.cl:8080,166.24,30.53
22-02-2022,14:37:30,ookla.wmax.cl:8080,185.04,16.95
22-02-2022,14:38:30,ookla.wmax.cl:8080,97.27,22.21
22-02-2022,14:39:30,ookla.wmax.cl:8080,133.22,16.54
22-02-2022,14:40:30,ookla.wmax.cl:8080,173.5,17.76
22-02-2022,14:41:30,ookla.wmax.cl:8080,151.68,13.52
22-02-2022,14:42:30,ookla.wmax.cl:8080,42.87,31.3
22-02-2022,14:43:30,ookla.wmax.cl:8080,9.72,17.75
22-02-2022,14:44:30,ookla.wmax.cl:8080,138.06,17.12
22-02-2022,14:45:29,ookla.wmax.cl:8080,222.5,12.8
22-02-2022,14:46:30,ookla.wmax.cl:8080,192.48,41.58
24-02-2022,15:41:12,Grupo GTD-Santiago-(11508),170.34,20.72
24-02-2022,15:42:12,Grupo GTD-Santiago-(11508),31.21,12.53
24-02-2022,15:43:12,Grupo GTD-Santiago-(11508),95.31,9.06
24-02-2022,15:43:08,Grupo GTD-Santiago-(11508),78.65,7.63
24-02-2022,15:58:07,Netglobalis S.A.-Santiago-(42681),170.79,59.63
28-02-2022,10:28:29,WOM Chile-Santiago de Chile-(7631),17.34,17.14
28-02-2022,10:29:29,WOM Chile-Santiago de Chile-(7631),21.59,11.06
28-02-2022,10:40:07,WOM Chile-Santiago de Chile-(7631),22.42,16.01
28-02-2022,10:42:18,(12732),17.76,11.43
